operacao|ctefctef|cnpjctef|empresactef|valorCtef|valorAceitoCaixa
1077661|001/2024|10.540.335/0001-56|BORGES & BORGES SERVICOS DE ENGENHARIA E CONSULTORIA LTDA|580000,00|580000,00
1078846|69/2024|27.850.664/0001-04|SUPPORT CONSULTORIA EMPRESARIAL LTDA|414779,31|414779,31
1091732|90002/2024|96.820.238/0001-32|SERCON SERVICOS E CONSTRUCOES LTDA|903357,86|903357,86
1072605|046/2024|35.040.949/0001-08|V C CONSTRUTORA LTDA|1489992,55|475695,41
1072888|090/2023|15.161.740/0001-87|CFV OBRAS PÚBLICAS LTDA.|807387,17|807387,17
1083826|001/2024|06.233.369/0001-20|PROGETTO ARQUITETURA & URBANISMO LTDA|12000,00|12000,00
1078256|002/2023|37.286.131/0001-97|L SILVA CONSTRUTORA LTDA|355719,44|355719,44
1079557|900172024/2024|08.731.640/0001-83|R. M. CONSTRUCOES LTDA|661028,12|661028,12
1079557|900172024/2024|44.707.374/0001-17|DELTA CONSTRUCAO LTDA|661028,12|661028,12
1080553|017/17|23.736.964/0001-06|C A BASSALOBRE - CONSTRUTORA|847126,92|847126,92
1082506|90002/2024|47.734.578/0001-35|S&S CONSTRUCAO E ENGENHARIA LTDA|1961236,56|1961236,56
1040317|000022/2024|21.501.121/0001-97|shekinah 7 camisetas ltda|299,00|299,00
1077980|012024/2024|39.423.408/0001-01|JR AMORIM ENGENHEIRA SERVICOS E ASSESSORIAS LTDA|478499,99|478499,99
1075195|089/2024|44.592.594/0001-42|VELOSO CONSULTORIA LTDA|664961,84|652630,50
1085919|001/1|11.188.168/0001-99|K R M CONSTRUCAO LTDA|966007,16|966007,16
1088061|004/2024|30.052.887/0001-22|PROJEPLAN SERVICOS LTDA|2396451,75|2396451,75
1064284|10/2024|15.019.222/0001-23|TOTAL PAV CONSTRUCAO E LOCACAO LTDA|763000,00|763000,00
1079557|900172024/2024|50.433.781/0001-86|CONSTRUTORA C. FREIRE LTDA|661028,12|661028,12
1090433|90037/37|42.699.174/0001-34|MGM BRASIL SERVICOS LTDA|901594,88|901594,88
1088195|0062024/2024|32.013.298/0001-60|RIBER CONSTRUTORA LTDA|843075,37|843075,37
1091253|00004/2024|28.820.393/0001-07|CONSTRUTORA SAILE LTDA|783787,02|783787,02
1092662|627/2024|10.277.133/0001-63|RENOV PAVIMENTACAO E CONSTRUCOES LTDA|813280,00|813280,00
1069581|0010/2021|36.297.026/0001-90|EMPREENDIMENTOS DE CONSTRUCAO NORTE E NOROESTE FLU LTDA|430568,01|430568,01
1089979|90034/34|42.699.174/0001-34|MGM BRASIL SERVICOS LTDA|519343,59|519343,59
1087972|25/2024|19.658.895/0001-84|RODRIGUES PEREIRA ENGENHARIA E CONSULTORIA LTDA|287781,35|287781,35
1079557|900172024/2024|08.910.286/0001-54|JURUA CONSTRUTORA LTDA|661028,12|661028,12
1088936|0152024/2024|20.670.048/0001-14|CFL CONSTRUTORA FERREIRA LIMA LTDA|927000,00|927000,00
1040317|000054/2024|29.925.582/0001-07|wanessa fernandes da cunha ltda|3380,00|3380,00
1080038|004/2024|35.040.949/0001-08|V C CONSTRUTORA LTDA|955000,00|955000,00
1090833|DL 0352023|33.535.050/0001-22|VERMELHA CONSULTORIA LTDA|11738,65|11738,65
1040317|000031/2024|23.653.286/0001-00|r araujo de oliveira ltda|2669,95|2669,95
1086506|CE 006/2024|19.945.983/0001-67|FBS ENGENHARIA LTDA|1383966,42|1383966,42
1091077|092024/2024|25.371.621/0001-02|N. FELTEN|534151,58|534151,58
1091661|02/2024|20.168.935/0001-99|NJ CAETANO EMPREENDIMENTOS IMOBILIARIOS LTDA|895123,93|895123,93
1040317|000447/2023|29.453.225/0001-85|l r sampaio fabricao de paineis e letreiros ltda|395,00|395,00
1080945|001/2024|07.477.679/0001-53|AF CONSTRUTORA LTDA|1044290,00|1044290,00
1089399|08/2024|31.291.449/0001-80|C. M. DE SOUSA LTDA|2873000,00|2873000,00
1047057|000001/2024|07.177.852/0001-06|nortos construcoes ltda|460000,00|460000,00
1040317|000005/2024|41.016.820/0001-59|gavea empreendimentos ltda|576,00|576,00
1040317|000129/2023|26.919.627/0001-34|grafica e editora dom eliseu ltda|3468,36|3468,36
1088016|2407061001-CE|17.874.427/0001-11|ARAUJO BATALHA SERVICOS E CONSTRUCOES ME LTDA|3582828,85|3582828,85
1088722|06/6|06.242.356/0001-18|VAL ROCHA ENGENHARIA LTDA|912777,20|912777,20
1088734|062024/2024|16.917.533/0001-72|ARCO EMPREENDIMENTOS E SERVICOS LTDA|309708,22|309708,22
1090476|03/2024|07.367.680/0001-25|J ANDRADE LTDA|821805,55|821805,55
1064764|007/2023|39.853.412/0001-00|CINCO FERROS CONSTRUTORA LTDA|1159508,59|1159508,59
1087716|DL0242023|33.535.050/0001-22|VERMELHA CONSULTORIA LTDA|58495,40|58495,40
1005983|021829/2023|17.040.282/0001-53|ecdr - consultoria empresarial e projetos ltda|2800071,38|2800071,38
1089521|03/24|46.976.242/0001-16|INNOVATION CONSTRUCOES LTDA|541503,39|541503,39
1089756|900122024/2024|04.505.156/0001-85|HIDRONORTE PERFURACAO DE POCOS LTDA|504700,00|504700,00
1087055|302024/2024|14.328.106/0001-23|AMAZON CAD CONSTRUTORA LTDA|529201,04|529201,04
1090437|004/2024|35.600.495/0001-74|JOAO NILTON DE SOUSA  LTDA|560211,08|560211,08
1081487|07/2024|42.699.174/0001-34|MGM BRASIL SERVICOS LTDA|310500,00|310500,00
1083135|030/2024|37.554.960/0001-03|L F V ENGENHARIA LTDA|412999,56|412999,56
1086558|0102024/2024|03.792.129/0001-78|EWG SERVICOS LTDA|966850,00|966850,00
1087578|002/2024|16.482.687/0001-89|BENEVIDES CONSTRUCOES E SERVICOS LTDA|2499899,59|2499899,59
1087879|042024/2024|14.313.165/0001-28|TORRES CONSTRUCOES LTDA|676103,25|676103,25
1092697|003/2024|04.942.273/0001-06|CONSTRUTORA SANSIL LTDA|2114012,34|2114012,34
1075596|008/2024|19.221.997/0001-38|GLC CONSTRUCOES E SERVICOS LTDA|739238,67|739238,67
1076235|00007/2024|51.578.554/0001-01|LCB CONSTRUCAO E INCORPORACAO LTDA|298554,03|298554,03
1087745|042024/2024|14.313.165/0001-28|TORRES CONSTRUCOES LTDA|364978,92|364978,92
1086953|00003/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA|324199,99|324199,99
1079022|046/2024|40.628.974/0001-39|Humaita Construções Ltda.|1161999,00|1161998,95
1087297|004/2024|04.942.273/0001-06|CONSTRUTORA SANSIL LTDA|953039,80|953039,80
1087566|00001/2024|51.913.561/0001-12|T G DE SOUZA FILHO LTDA|219700,00|219700,00
1091638|35/2024|18.393.656/0001-87|MRA - CONSTRUCOES LTDA|21500,00|21500,00
1075846|90011/11|54.653.929/0001-49|ANDRADE FERREIRA ENGENHARIA E CONSULTORIA LTDA|633593,24|633593,24
1087723|00002/2024|14.976.902/0001-72|IMMI SERVICOS E CONSTRUCOES LTDA|1429000,00|1429000,00
1091016|025/2024|02.577.913/0001-09|CONSTRUTORA RENATA LTDA|4672462,15|4672462,15
1092544|3.2024-008-PMVX|04.232.710/0001-06|DOMMUS CONSTRUTORA LTDA|2458668,51|2458668,51
1087051|002/2024|21.445.159/0001-90|V. M. LOCACOES E SERVICOS DE TRANSPORTES LTDA|1144601,91|1144601,91
1076298|312024/2024|14.328.106/0001-23|AMAZON CAD CONSTRUTORA LTDA|862730,36|862730,36
1043905|293/2024|41.616.793/0001-47|EOLIVA CONSTRUJTORA AMBIENTAL LTDA|440000,00|440000,00
0224980|0283/2024|09.267.923/0001-89|SANCCOL|19283780,81|8905251,69
1062044|152/2024|13.482.516/0001-61|Superar Eirelli EPP|177500,00|1460,00
1062044|6457/2024|17.586.131/0001-03|Sandplast Comércio de Plásticos LTDA|0,00|3567,00
1082046|0022024/2024|31.822.605/0001-91|FUNCIONAL CONSTRUCOES LTDA|549900,00|549900,00
1090714|0072024/2024|48.738.461/0001-92|JA ENGENHARIA E CONSTRUCAO CIVIL LTDA|365000,00|365000,00
1074198|008/2024|01.318.705/0001-14|LOTUFO ENGENHARIA E CONSTRUCOES LTDA|6674925,39|6674925,39
1086671|55-2024-1224C|42.388.207/0001-25|FMS CONSTRUCOES E OBRAS DE URBANIZACAO LTDA|295006,84|295006,84
1037230|000281/2024|01.901.227/0001-70|progresso ambiental ltda|3068400,00|3068400,00
1087896|CE 001/2024|19.103.388/0001-84|MASTER CANION CONSTRUCOES E SERVICOS LTDA|287607,00|287607,00
1088722|26/26|68.917.939/0001-59|J.A.C.C. CONSTRUCOES E COMERCIO LTDA|272995,00|272995,00
1089902|269/2024|10.764.156/0001-00|CONSTRUTORA CARVALHO'S & OLIVEIRA'S LTDA|901000,00|901000,00
1089065|0142024/2024|08.784.286/0001-55|L M MENDES CONSTRUCOES  E SERVICOS LTDA|994412,16|994412,16
1089756|90012/2024|04.505.156/0001-85|HIDRONORTE PERFURACAO DE POCOS LTDA|504700,00|504700,00
1090529|02/2024|51.527.484/0001-62|MOREIRA XIMENES CONSTRUTORA LTDA|450000,00|450000,00
1082568|006/2024|34.662.024/0001-28|EXATA CONSTRUTORA LTDA|172236,56|172236,56
1093234|162024/2024|40.019.445/0001-38|PAVIMENTADORA LTDA|959892,61|959892,61
1087926|142/2024|14.021.849/0001-56|GMG CONSTRUTORA LTDA|1650000,00|1650000,00
1086948|000082024/2024|14.985.318/0001-83|JANSEN CONSTRUCOES E INCORPORACOES LTDA|338200,00|338200,00
1080367||09.241.544/0001-10|BARA CONSTRUCOES LTDA|668964,13|668964,13
1090714|0072024/2024|48.738.461/0001-92|JA ENGENHARIA E CONSTRUCAO CIVIL LTDA|365000,00|365000,00
1079564|006/2024|34.662.024/0001-28|EXATA CONSTRUTORA LTDA|384246,16|384246,16
1087504|000072024/2024|48.959.354/0001-94|L F C CONSTRUCOES LTDA|397501,24|397501,24
1075960|006/2024|34.662.024/0001-28|EXATA CONSTRUTORA LTDA|368517,28|368517,28
1087348|014/2024|13.022.102/0001-50|GERAL CONSTRUCOES TECNICAS LTDA|1141251,46|1141251,46
1088722|21/21|17.592.525/0001-66|TINPAVI INDUSTRIA E COMERCIO DE TINTAS LTDA|179988,85|179988,85
1089627|42024/2024|11.467.359/0001-90|CONSTRUTORA CONNAGE LTDA|960000,00|960000,00
1068996|010100/2024|56.169.409/0001-90|l f fernandes servicos e construcoes ltda|807910,00|807910,00
1078179|006/2024|57.994.689/0001-34|CONSORCIO FJ SANTA FE|3445545,88|3445545,88
1093926|013/2024|11.379.632/0001-24|DTC - CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS LTDA|1585999,97|1585999,97
1076852|1132/2024|46.361.634/0001-70|FOCO COMERCIO CORPORATIVO LTDA|31832,97|31832,97
1080642|012/2024|02.761.353/0001-30|REIS MAGOS CONSTRUTORA E INCORPORADORA LTDA|940753,27|940753,27
1081896|139/2024|37.484.379/0001-62|CM CONSTRUTORA LTDA|833487,68|833487,68
1093833|2024.09.24.1|06.043.276/0001-33|ELETROPORT SERVICOS PROJETOS E CONSTRUCOES LTDA|4196533,69|3983137,03
1087995|136/2024|37.697.503/0001-78|STARK CONSTRUTORA LTDA|290740,61|290740,61
1090720|003/2023 - CE|32.464.112/0001-90|MILTON BRITO BONFIM JUNIOR|653353,21|653353,21
1084155|0022024/2024|06.216.456/0001-70|CONSTRUTORA I CAMPOS LTDA|256000,00|256000,00
1076426|015/15|33.611.117/0001-60|J. S. TORQUATO ENGENHARIA LTDA|613999,99|613999,99
1089686|022024/2024|27.055.754/0001-03|PERFORMANCE SERVICOS DE ENGENHARIA LTDA|273029,39|273029,39
1076098|004/2023|34.348.652/0001-33|METRA CONSTRUCOES LTDA|892777,67|892777,67
1079515|022024/2024|12.530.265/0001-80|M A DA S BESSA CONSTRUCOES LTDA|925985,75|925985,75
1076852|14/2024|54.065.238/0001-24|CHERUBIN COMERCIAL LTDA|53475,97|53475,97
1086558|0102024/2024|03.792.129/0001-78|EWG SERVICOS LTDA|966850,00|966850,00
1088885|07/2024|13.697.181/0001-07|RIBEIRO AQUINO PAVIMENTADORA E CONSTRUTORA LTDA|882257,76|882257,76
1076852|1134/2024|25.249.082/0001-33|SOLUTION COMERCIO & SERVICOS LTDA|633,00|633,00
1076852|1133/2024|50.399.569/0001-40|RD SOLUCOES TELECOM LTDA|18160,00|18160,00
1047388|004-2/2024|29.789.754/0001-54|B P Marques pintura e construção Ltda|1228630,93|1228630,93
1037230|281/2024|01.901.227/0001-70|PROGRESSO AMBIENTAL LTDA|3068400,00|3068400,00
0192883|016/2023|22.104.571/0001-09|Mobiliza Serviços e Terceirização de Mão de Obra Eireli EPP|10850,00|10850,00
0350951|13,0296|24.289.118/0001-40|Construtora Cristal Ltda|19181660,45|19181660,45
0350951|12,0137|02.271.201/0001-59|Asperbrás Nordeste Irrigação Ltda|347316,00|347316,00
0350951|12,0139|04.722.894/0001-84|HG Comércio de Materiais Hidráulico Ltda ME|117,20|117,20
0350951|12,0143|06.320.464/0001-61|Tubos e Conexões Suns do Brasil Ltda ME|1041412,50|1041412,50
0350951|12,0140|08.008.080/0001-33|Inapi - Indústria Nordestina de Acessórios para Irrigação Ltda|5032,19|5032,19
0350951|OC 100/2013|10.304.592/0001-99|AMF Equip. Hidráulico Ltda|1259,00|1259,00
0350951|OC 101/2013|08.290.862/0001-08|Fundição Metal Norte Ltda|60634,60|60634,60
0350951|OC 104/2013|05.859.556/0001-51|Portobrás Comercial Ltda - 02|4581,92|4581,92
0350951|OC 105/2013|06.320.464/0001-61|Tubos e Conexões Suns do Brasil Ltda ME - 02|14753,00|14753,00
0192883|0009/2023|42.932.618/0001-30|ACTA Desenvolvimento Social & Serviços LTDA|3299,99|3299,99
0192883|024/2023|42.932.618/0001-30|ACTA Desenvolvimento Social e Serviços LTDA|11040,00|11040,00
0192883|025/2023|41.284.287/0001-06|GNO Marketing e Publicidade LTDA|8500,00|8500,00
0192883|030/2023|33.605.436/0001-63|ABC Trainning Qualificação Profissional LTDA|10800,00|10800,00
1082905|00022024/2024|04.812.571/0001-81|ALPES ENGENHARIA LTDA|1002138,66|1002138,66
1040317|000196/2023|18.056.740/0001-05|la moveis comercio ltda|1208,00|1208,00
1088685|23/2024|39.850.704/0001-99|RENOVARE OBRAS E SERVICOS LTDA|312995,51|312995,51
1040317|000105/2023|09.628.691/0001-47|j a e akra|3468,36|3468,36
1040317|000111/2023|17.041.496/0001-44|j m pozzer ltda|3468,36|3468,36
1086777|0142024/2024|47.737.615/0001-69|HS URBANIZADORA LTDA.|481142,17|481142,17
1089184|010/2024|28.955.210/0001-52|A L DE ARAUJO CONSTRUTORA LTDA|408666,80|408666,80
1040317|000188/2023|30.313.649/0001-23|serrana distribuidora ltda|1208,00|1208,00
1040317|000129/2023|26.919.627/0001-34|grafica e editora dom eliseu ltda|3468,36|3468,36
1040317|000117/2023|32.527.669/0001-22|mundo da bijuteria comercio e artigos de armarinho ltda|3468,36|3468,36
1091269|009/2024|40.156.378/0001-01|CONSTRUTORA G & K LTDA|352968,54|352968,54
1095949|14/2024|49.183.297/0001-67|FELCAM OBRAS LTDA|439856,13|439856,13
1085218|006/2024|00.643.740/0001-46|TERRAPLENAGEM SAO LUCAS LTDA|1447264,44|1447264,44
1087919|0062024/2024|38.251.619/0001-41|CMN CONSTRUCOES, PAVIMENTACOES E LOCACOES LTDA|786000,00|786000,00
1092760|0262024/2024|01.817.838/0001-35|OBRAGEN ENGENHARIA E CONSTRUCOES LTDA.|4000000,00|4000000,00
1072842|SEMOB Nº 86/2022|30.598.395/0001-37|CONTECK COMÉRCIO E SERVIÇOS DE INSTALAÇÃO DE EQUIPAMENTOS EIRELI|6081530,27|6081530,27
1092107|216/2024|11.239.764/0001-31|CBMAQ COMOPANHIA BRASILEIRA DE MÁQUINAS LTDA|877000,00|877000,00
1092107|217/2024|46.135.499/0001-45|FORZA DISTRIBUIDORA LTDA|719000,00|719000,00
1092107|218/2024|14.707.364/0001-10|XCMG BRASIL INDÚSTRIA LTDA|695921,08|695921,08
1076857|3565/2024|06.718.646/0001-95|PERFLEX MOVEIS LTDA|90164,00|90164,00
1086783|50/2024|95.818.399/0001-29|CARPENEDO & CIA. LTDA.|1269548,38|1269548,38
1076857|3565/2024|47.034.949/0001-76|EXCLUSIVE COMERCIO LTDA|90164,00|90164,00
1023534|33/2024|01.229.958/0001-11|Atac Fire Segurança Contra Incêndio Ltda|260000,00|260000,00
1086947|005/5|52.790.410/0001-87|JHENIFER SABRINA MIRANDA LTDA|247635,77|247635,77
1087875|003/3|38.131.155/0001-30|ROCHA QUIRINO ENGENHARIA LTDA|3857763,41|3857763,41
1028495|000012/2024|26.545.768/0001-34|estrutural edificacoes e servicos ltda.|2427974,73|2427974,73
1090671|119/119|04.492.725/0001-03|LB COMERCIO E SERVICOS LTDA|532000,00|532000,00
1076857|3565/2024|18.770.897/0001-06|V A OTTONI EQUIPAMENTOS LTDA|90164,00|90164,00
1092631|43/43|06.099.082/0001-50|CONSBRITA CONSTRUTORA DE OBRAS LTDA|406531,63|406531,63
1084013|010.PMJ.2024 (Reprog|21.765.570/0001-42|J C F RIBEIRO ENGENHARIA|887350,00|887350,00
1088697|022024/2024|19.119.769/0001-51|M2 ENGENHARIA LTDA|1116108,28|1116108,28
1081451|01/2024|37.708.620/0001-90|CONSTRUTECH CONSTRUCAO E REFORMA LTDA|429200,00|429200,00
1089184|669/2024|28.955.210/0001-52|A L DE ARAUJO CONSTRUTORA LTDA|408666,80|408666,80
1072447|90023/2024|15.800.170/0001-28|BWC ASSESSORIA E EMPREENDIMENTOS LTDA|1779173,80|1779173,80
1087879|032024/2024|14.313.165/0001-28|TORRES CONSTRUCOES LTDA|676103,25|676103,25
1088899|142024/2024|29.180.566/0001-24|NOGUEIRA CONSTRUCOES E SERVICOS LTDA|998934,15|998934,15
1067654|90001/2024|36.769.628/0001-01|PROJETO21 CONSTRUCOES LTDA|2981439,84|2981439,84
1079479|03/2024|52.678.874/0001-04|TEREZA DA SILVA PINHEIRO|2730000,00|2730000,00
1088546|014/2024|00.758.756/0001-02|CONSTRUTORA ANCAR LTDA|503251,69|503251,69
1075846|090011/11|54.653.929/0001-49|ANDRADE FERREIRA ENGENHARIA E CONSULTORIA LTDA|633593,24|633593,24
1089446|0082024/2024|15.664.819/0001-20|ABREU & SILVA CONSTRUTORA LTDA|442950,00|442950,00
1088127|66/2024|00.220.982/0001-27|MATT CONSTRUTORA LTDA|664558,40|664558,40
1088407|144/2024|46.812.148/0001-21|CONSORA CONSTRUTORA LTDA|591600,00|591600,00
1092709|0082024/2024|83.354.670/0001-33|A & C NAVEGACAO E CONSTRUCAO LTDA|2709705,76|2709705,76
0222913|001/2024|05.638.550/0001-54|CCG CONST TERRAPLENAGEM LTDA|7619558,65|7619558,65
1082706|015/2024|33.611.117/0001-60|J. S. TORQUATO ENGENHARIA LTDA|493498,29|493498,29
1093427|014/2024|10.439.870/0001-15|HELMAR DE BARROS CACCIARI LTDA|626300,00|626300,00
1087788|0012024/2024|43.462.424/0001-80|PHB CONSTRUTORA LTDA|1034402,20|1034402,20
1093511|001/1|01.723.650/0001-28|J R DO NASCIMENTO CONSTRUCOES|2635100,00|2635100,00
1077053|002/2|42.968.202/0001-71|ZURICH ENGENHARIA LTDA|2694999,99|2694999,99
1073242|PE 008/2024|60.468.535/0001-13|CINE PLAST INDUSTRIAL LTDA|112500,00|112500,00
1084305|00010/2024|18.127.470/0001-86|MOURA E ANDRADE CONSTRUTORA E INCORPORADORA LTDA|357368,65|357368,65
1086947|005/5|52.790.410/0001-87|JHENIFER SABRINA MIRANDA LTDA|247635,77|247635,77
1088933|006/6|48.361.818/0001-66|CATHI CONSTRUCOES E SERVICOS LTDA|1534999,78|1534999,78
1090615|042024/2024|33.531.217/0001-87|G M DE SOUZA CONSTRUCOES|820000,00|820000,00
1035853|001173/2024|36.839.023/0001-31|carvalho miranda equipamentos ltda|49655,76|49655,76
1035853|001174/2024|44.460.306/0001-04|catfelli design comercio ltda|49655,76|49655,76
1092732|328/2024|30.584.236/0001-83|GOIAS ASFALTOS LTDA|1855999,00|1855999,00
1093465|04/2024|40.376.621/0001-99|K F DOS SANTOS CONSTRUTORA LTDA|3271799,03|3271799,03
1080291|007/7|43.494.953/0001-66|DM ENGENHARIA E PROJETOS LTDA|23900,00|23900,00
1096104|9/2023|07.351.538/0001-90|GARDEN CONSULTORIA PROJETOS E GESTAO LTDA|198917,20|198917,20
1035853|001176/2024|14.402.647/0001-54|multforte comercio e suprimentos de informatica ltda|49655,76|49655,76
1088933|006/6|48.361.818/0001-66|CATHI CONSTRUCOES E SERVICOS LTDA|1534999,78|1534999,78
1067666|012021/2021|18.309.737/0001-56|MANUTEC CONSTRUCOES LTDA|1106059,35|1106059,35
1081882|008/2024|10.560.289/0001-57|J L MARANHAO CONSTRUTORA LTDA|633062,32|633062,32
1062222|000013/2021|31.162.496/0001-23|bsr construtora e locadora ltda|355272,12|355272,12
1087773|0142024/2024|22.317.122/0001-49|D. M. E. CONSTRUTORA LTDA.|1196562,89|1196562,89
1066639|Nº 05/2024|40.376.601/0001-18|BONRRUQUE CONSTRUTORA LTDA|680153,69|680153,69
1079774|007/2022|10.406.184/0001-48|M T S Lyra|4789898,62|4789898,62
1070574|000024/2021|04.806.301/0001-68|terramata ltda|900000,00|900000,00
1064503|000049/2020|08.613.588/0001-60|matos & matos construcao civil ltda|480916,07|480916,07
1070574|000024/2021|04.806.301/0001-68|terramata ltda|900000,00|900000,00
1064486|000048/2020|08.613.588/0001-60|matos & matos construcao civil ltda|237489,24|237489,24
1008735|000269/2015|11.727.364/0001-94|h b m construcoes, locadora e servicos eireli|2028929,23|2028929,23
1032231|000004/2018|09.509.747/0001-44|so norte construcao civil e instalacoes eireli|927067,92|927067,92
1064488|000003/2022|42.723.135/0001-25|a12 engenharia e servicos ltda|220578,43|220578,43
1030827|000183/2018|41.486.796/0001-11|dinamarca empreendimentos da construcao e industria grafica ltda|378918,56|378918,56
0291447|000008/2013|13.947.494/0001-68|macedo engenharia ltda|8419183,03|8419183,03
1039785|000041/2024|20.602.388/0001-08|construtora mega ltda|843925,60|843925,60
0375235|000052/2013|10.783.677/0001-05|neocon construcoes ltda - epp|10524126,45|10524126,45
0375235|000051/2013|20.670.048/0001-14|cfl construtora ferreira lima ltda|10524126,45|10524126,45
0375068|000001/2018|25.175.294/0001-13|rotha engenharia ltda|979973,67|979973,67
1035083|000161/2022|39.357.688/0001-05|taruanda empreendimentos ltda|667092,50|667092,50
1017870|000127/2015|05.647.883/0001-40|jose maria de macedo & cia ltda|1584339,42|1584339,42
0333751|000001/2011|10.510.277/0001-18|raca construcoes transportes servicos ltda - me|601474,19|601474,19
1086051|2024-0611-001 PMO|31.391.809/0001-15|ALFA E OMEGA CONSTRUTORA E SERVICOS LTDA|2918750,00|2918750,00
1031184|000063/2018|17.268.623/0001-42|plancon planejamento, construcoes e servicos eireli|1348436,79|1348436,79
1035083|000147/2018|17.459.533/0001-39|disloc construcoes & empreendimentos ltda|469282,63|469282,63
1077356|82/2024|47.727.700/0001-46|EDIFIQUE CONSTRUTORA E EMPREENDIMENTOS LTDA|227322,36|227322,36
0322632|000117/2012|00.777.086/0001-63|traco engenharia ltda|1007755,94|1007755,94
1005939|000048/2015|02.701.023/0001-59|caripi e servicos ltda - me|1689526,70|1689526,70
1069429|000245/2020|06.311.813/0001-89|roberto construtora ltda|2258255,16|2258255,16
1090569|0042024/2024|28.324.957/0001-02|HIDRAPAV CONSTRUCOES E SERVICOS LTDA|413599,36|413599,36
0374161|000246/2013|01.832.327/0001-92|destak construcao civil eireli|954317,23|954317,23
1023570|000059/2022|41.516.069/0001-50|construtora teixeira ltda|428486,68|428486,68
1013863|000011/2022|30.018.048/0001-98|construtora itamaraca ltda|8276613,62|8276613,62
0374501|000140/2014|01.287.024/0001-36|adinn construcao e pavimentacao ltda|7343933,15|7343933,15
0375235|000050/2013|08.071.396/0001-70|adobe engenharia eireli - epp|10524126,45|10524126,45
1008748|000128/2014|01.832.327/0001-92|destak construcao civil eireli|1433249,99|1433249,99
0375235|000053/2013|74.148.958/0001-60|desk moveis escolares e produtos plasticos ltda|10524126,45|10524126,45
0361281|102401/2024|10.477.919/0001-24|daterra construcoes e servicos ltda|1053164,72|1053164,72
0361281|101305/2013|03.006.548/0001-37|cosampa construcoes ltda|2381015,08|2381015,08
1013264|000007/2015|13.613.420/0001-95|ecopontes - sistemas estruturais sustentaveis ltda|4248934,55|4248934,55
0361281|101407/2014|11.638.690/0001-25|construtora astral ltda|3001638,78|3001638,78
1047951|000136/2018|14.417.792/0001-09|ss obras de terraplenagem e locacao de maquinas para construcao ltda|1971418,26|1971418,26
0311992|000001/2017|25.175.294/0001-13|rotha engenharia ltda|1706708,86|1706708,86
1094208|032024/2024|18.784.729/0001-61|CONSTRUTORA E TRANSPORTES J & M LTDA|977049,26|977049,26
0361281|102401/2024|10.477.919/0001-24|daterra construcoes e servicos ltda|1053164,72|1053164,72
1088346|0072024/2024|06.211.864/0001-39|E ARAUJO GUIMARAES LTDA|1694706,24|1694706,24
1094032|08/2024|95.257.945/0001-08|CONSTRUBRAS CONSTRUTORA LTDA|1300000,00|1300000,00
1089523|0012024/2024|23.249.596/0001-63|PLANO A SERVICOS LTDA|477136,04|477136,04
1069248|000002/2024|19.260.316/0001-40|lima diniz construcoes ltda|1478528,52|1478528,52
1090253|003/2023 - CE|06.848.964/0001-70|VALE DO ITAIM SERVICOS E CONSULTORIA LTDA|280000,00|280000,00
1054310|000044/2020|04.122.041/0001-01|tecnica construcoes ltda|45185,16|45185,16
1057894|000217/2020|56.838.949/0001-10|construtora progredior ltda|651428,57|651428,57
1021180|000020/2017|09.562.818/0001-72|inter global construcoes e projetos ltda  - me|2746000,00|2746000,00
1062024|000001/2020|04.020.875/0001-06|alpis construcoes e incorporacoes - eireli|459286,32|459286,32
